Customer ID,Recency,Frequency,Monetary
13451.0,63,10,6576.16
13452.0,196,3,729.8
13453.0,103,3,781.6899999999999
13454.0,578,1,219.87
13455.0,303,5,1847.59
13456.0,0,4,1309.8200000000002
13457.0,626,2,148.22
13458.0,3,13,10489.48
13459.0,562,2,1160.4099999999999
13461.0,76,5,3599.2
13462.0,190,5,1153.85
13464.0,332,5,2422.96
13465.0,383,2,931.12
13466.0,121,5,1013.35
13468.0,3,66,12065.5
13469.0,590,1,82.4
13470.0,36,2,165.0
13472.0,401,2,592.24
13473.0,270,7,2476.38
13474.0,173,3,646.59
13475.0,128,4,1431.78
13476.0,116,5,2061.4700000000003
13477.0,75,9,2264.14
13478.0,406,5,2215.78
13479.0,138,4,851.37
13480.0,354,2,627.82
13481.0,45,10,3387.61
13482.0,169,2,336.09
13483.0,3,1,140.34
13484.0,178,3,790.72
13485.0,170,11,3015.2200000000003
13486.0,15,3,1122.41
13487.0,150,4,680.27
13488.0,9,21,12604.84
13489.0,42,4,449.52
13490.0,591,1,154.25
13491.0,85,26,4340.29
13492.0,73,3,1269.84
13493.0,212,2,498.63
13494.0,249,1,316.26000000000005
13495.0,169,8,3890.87
13496.0,297,1,501.01
13497.0,220,6,1166.83
13498.0,667,1,327.38
13499.0,11,3,613.85
13500.0,60,2,625.93
13501.0,225,3,2885.11
13502.0,212,4,677.66
13503.0,8,5,1778.04
13504.0,1,1,295.93
13505.0,10,4,3633.63
13506.0,253,5,1338.08
13507.0,35,3,2022.79
13508.0,181,2,287.05
13509.0,37,5,825.02
13510.0,32,9,3664.54
13511.0,614,1,282.76
13512.0,198,4,713.39
13513.0,64,3,824.59
13514.0,11,4,815.9000000000001
13515.0,10,6,1265.82
13516.0,10,3,916.26
13517.0,44,2,1612.18
13518.0,23,1,627.16
13519.0,15,2,343.21
13520.0,75,10,4849.63
13523.0,137,4,2938.93
13524.0,19,4,483.86
13525.0,185,1,282.88
13526.0,675,2,1182.0
13527.0,27,11,4146.72
13529.0,16,2,307.76
13530.0,571,1,402.97999999999996
13531.0,142,6,1433.07
13533.0,120,3,269.09
13534.0,45,31,6222.35
13535.0,340,1,89.5
13536.0,12,1,455.17
13537.0,363,2,717.85
13538.0,31,11,2813.03
13539.0,23,7,1569.3600000000001
13540.0,404,3,632.39
13541.0,364,2,785.25
13542.0,314,17,3959.4900000000002
13543.0,571,2,1439.6100000000001
13544.0,178,5,627.15
13545.0,328,2,364.93
13546.0,138,3,647.41
13547.0,345,1,164.53
13548.0,33,3,901.44
13549.0,1,7,919.8
13550.0,320,1,342.55
13551.0,256,2,244.2
13552.0,3,22,6948.92
13553.0,612,1,499.6
13554.0,317,7,1629.35
13555.0,11,13,8891.84
13556.0,366,2,200.82
13557.0,218,12,2688.88
13558.0,5,1,192.7
13559.0,450,2,990.0
13561.0,153,11,1803.4
13562.0,19,8,4838.18
13563.0,21,2,777.53
13564.0,291,36,15880.22
13565.0,271,2,284.76
13566.0,20,4,1395.22
13567.0,365,4,1079.29
13568.0,110,1,187.05
13569.0,305,3,497.74
13570.0,180,1,239.49
13571.0,6,22,3737.43
13572.0,143,1,1384.25
13573.0,190,5,644.59
13574.0,348,1,404.45
13575.0,8,3,477.21
13576.0,8,24,9828.630000000001
13577.0,30,10,2990.48
13578.0,346,1,147.66
13579.0,306,4,1072.0
13580.0,343,1,107.75
13581.0,246,2,280.53000000000003
13582.0,327,2,241.68
13583.0,93,2,1445.03
13584.0,244,3,385.7
13585.0,468,3,684.54
13586.0,478,1,127.28
13587.0,1,4,1673.5
13588.0,24,5,1605.94
13589.0,117,5,888.09
13590.0,88,16,5470.5
13591.0,2,7,2093.94
13592.0,143,3,205.51
13593.0,45,14,5493.29
13594.0,423,1,136.35000000000002
13595.0,454,3,784.48
13597.0,337,2,396.71
13598.0,432,4,601.92
13599.0,22,22,7495.0
13600.0,249,2,518.42
13601.0,148,3,839.87
13602.0,2,4,1025.17
13604.0,596,1,717.62
13605.0,324,2,522.67
13606.0,180,2,246.63
13607.0,340,1,400.3
13608.0,478,1,232.05
13609.0,530,1,167.35
13610.0,47,12,1784.89
13611.0,26,10,3297.9300000000003
13612.0,570,1,818.29
13613.0,390,5,1039.8500000000001
13614.0,26,5,1828.31
13615.0,256,8,6272.53
13616.0,505,2,283.85
13617.0,50,7,1100.27
13618.0,111,1,177.34
13619.0,482,2,223.44
13620.0,465,1,112.34
13621.0,54,1,213.85
13622.0,633,1,658.95
13623.0,147,9,2344.49
13624.0,325,1,462.08
13625.0,534,1,301.26
13626.0,190,2,707.04
13627.0,16,6,1941.61
13628.0,613,1,310.14
13629.0,1,17,11833.86
13630.0,13,6,1799.78
13631.0,37,11,3070.42
13632.0,111,6,2339.14
13634.0,24,14,4785.2
13635.0,5,4,2999.16
13636.0,59,4,646.55
13637.0,124,2,677.4
13639.0,11,2,1346.27
13640.0,548,1,405.0
13641.0,578,4,942.37
13642.0,153,4,472.2
13643.0,36,9,1896.73
13644.0,11,2,1398.6100000000001
13645.0,57,1,252.1
13646.0,337,2,326.25
13647.0,8,7,2669.46
13648.0,337,8,1759.07
13649.0,194,6,1453.68
13650.0,4,9,2989.76
13651.0,319,1,132.65
13652.0,194,4,1805.21
13653.0,425,1,152.2
13654.0,82,9,5314.94
13655.0,51,6,2280.51
13656.0,102,4,1078.85
13657.0,139,1,152.34
13658.0,22,7,5483.1
13659.0,143,12,4884.68
13660.0,337,1,306.64
13661.0,540,1,325.24
13662.0,23,11,2233.61
13663.0,116,5,2047.51
13665.0,323,3,1711.6599999999999
13666.0,224,4,106.45
13667.0,86,1,299.05
13668.0,50,30,11539.62
13669.0,87,2,243.15
13670.0,12,1,349.7
13671.0,332,1,172.6
13672.0,238,3,419.92
13674.0,370,1,240.68
13675.0,88,2,486.82000000000005
13676.0,476,2,243.9
13677.0,342,2,551.24
13678.0,89,1,232.6
13679.0,431,3,281.26
13680.0,275,10,10092.14
13681.0,6,2,531.08
13682.0,124,1,59.5
13683.0,395,1,258.6
13684.0,223,4,594.88
13686.0,120,3,409.04
13687.0,375,1,11880.84
13688.0,572,1,375.5
13689.0,0,2,1259.5
13691.0,333,1,210.78
13692.0,151,4,2497.66
13693.0,311,9,2011.82
13694.0,9,135,182128.13
13695.0,1,15,2473.95
13696.0,359,3,2020.4
13698.0,534,2,451.73
13699.0,92,2,764.15
13700.0,30,11,1983.11
13701.0,384,1,161.0
13702.0,383,1,135.18
13703.0,255,2,425.56
13704.0,11,5,1289.4
13705.0,82,6,1528.01
13706.0,240,2,631.17
13707.0,204,5,3365.86
13708.0,208,1,283.33
13709.0,2,12,4861.53
13710.0,361,2,329.04
13711.0,156,9,1792.26
13712.0,184,2,766.42
13713.0,345,3,740.76
13714.0,402,1,161.35
13715.0,218,17,8153.04
13716.0,206,1,138.28
13717.0,66,6,1274.28
13718.0,183,2,306.55
13719.0,142,8,2079.16
13720.0,54,4,799.9
13721.0,332,1,217.39999999999998
13722.0,69,10,5635.41
13723.0,154,6,1194.08
13724.0,574,1,213.01
13725.0,106,7,1865.7
13726.0,38,1,292.68
13727.0,549,6,740.6700000000001
13728.0,44,15,2636.05
13729.0,373,3,724.73
13730.0,73,2,752.6
13731.0,156,2,610.59
13733.0,348,2,487.03000000000003
13734.0,446,4,6695.6900000000005
13735.0,113,11,8288.92
13736.0,197,6,2380.2
13737.0,137,1,339.59999999999997
13738.0,333,1,434.78000000000003
13739.0,465,1,75.3
13740.0,178,5,1582.77
13741.0,9,3,668.4300000000001
13742.0,27,11,2775.4700000000003
13743.0,26,6,1065.84
13744.0,32,2,1080.52
13745.0,99,2,777.36
13746.0,351,1,176.69
13747.0,311,2,169.79999999999998
13748.0,33,9,2064.35
13750.0,77,10,3271.55
13751.0,225,1,296.25
13752.0,61,7,1579.8300000000002
13753.0,225,4,2094.57
13754.0,89,3,447.05
13755.0,0,1,462.81
13756.0,30,17,6438.76
13757.0,612,1,195.55
13758.0,138,12,7756.26
13759.0,8,1,560.4100000000001
13760.0,193,4,1211.94
13761.0,117,5,1373.23
13762.0,156,5,2472.48
13763.0,0,3,5217.4400000000005
13764.0,8,6,2908.67
13765.0,590,1,352.82
13766.0,432,1,190.35
13767.0,18,69,29986.58
13768.0,664,2,875.97
13769.0,29,18,4858.2300000000005
13770.0,359,4,785.37
13771.0,1,9,5728.82
13772.0,34,7,2660.36
13773.0,334,2,301.54
13774.0,19,1,345.0
13775.0,528,1,1049.66
13777.0,15,55,36682.6
13778.0,40,4,1124.49
13779.0,453,1,161.13
13780.0,108,2,488.34000000000003
13781.0,188,3,778.83
13782.0,6,11,1504.52
13783.0,425,4,1542.09
13784.0,32,12,2571.59
13785.0,366,4,542.49
13786.0,304,6,3127.99
13787.0,13,6,1222.5
13788.0,442,1,3.75
13789.0,325,1,239.45999999999998
13791.0,65,2,1516.0
13792.0,3,3,383.95
13793.0,584,1,96.0
13794.0,484,1,126.03
13795.0,325,4,836.3
13796.0,436,1,289.7
13797.0,374,3,1179.45
13798.0,1,100,70535.32
13799.0,54,9,2803.57
13800.0,247,3,1679.56
13801.0,4,1,324.8
13802.0,76,19,26259.11
13803.0,192,3,1338.91
13804.0,16,7,2808.31
13805.0,66,1,500.24
13806.0,1,1,256.38
13807.0,304,3,422.2
13808.0,3,3,1362.4
13809.0,242,3,679.7
13811.0,121,2,519.75
13812.0,1,2,382.62
13813.0,8,7,2033.93
13814.0,29,3,2257.32
13815.0,109,6,5760.13
13816.0,1,1,317.69
13817.0,289,1,110.7
13818.0,367,1,61.28
13819.0,239,6,2642.35
13820.0,355,3,652.75
13821.0,82,6,1379.08
13823.0,29,6,3096.21
13824.0,73,11,3045.66
13825.0,559,2,255.59
13826.0,113,1,189.5
13827.0,71,2,300.76
13829.0,358,1,102.0
13830.0,519,1,156.85000000000002
13831.0,25,17,6178.139999999999
13832.0,359,1,557.6899999999999
13833.0,96,2,700.41
13834.0,514,2,324.19
13835.0,92,5,798.04
13836.0,336,2,620.37
13837.0,149,2,266.59000000000003
13838.0,55,9,1482.79
13839.0,423,1,139.95000000000002
13840.0,353,1,651.4
13841.0,190,1,85.0
13842.0,9,17,4737.65
13843.0,318,1,319.75
13845.0,2,1,312.98
13846.0,179,3,1106.66
13847.0,657,1,310.72
13848.0,29,8,3015.0
13849.0,108,4,2524.93
13850.0,66,1,1595.48
13851.0,33,8,4606.46
13852.0,548,1,187.35000000000002
13854.0,2,36,10923.16
13855.0,438,4,1310.3400000000001
13856.0,106,11,1142.03
13857.0,330,6,1000.91
13859.0,263,2,515.86
13860.0,24,1,405.88
13861.0,366,2,273.26
13862.0,10,8,2436.43
13863.0,185,4,1239.55
13864.0,324,1,662.4000000000001
13865.0,74,3,383.34000000000003
13866.0,11,1,145.67000000000002
13867.0,12,2,582.64
13869.0,60,10,7996.87
13870.0,39,12,5120.61
13871.0,29,13,6095.24
13872.0,464,3,919.57
13873.0,57,8,1038.92
13874.0,295,7,2049.15
13875.0,71,13,4452.38
13876.0,1,1,122.7
13877.0,23,3,449.68
13878.0,485,3,1145.33
13879.0,583,1,395.5
13880.0,25,15,3575.11
13881.0,4,36,39640.92
13882.0,1,1,192.76
13883.0,156,13,5603.67
13884.0,26,9,1577.93
13885.0,126,2,506.8
13886.0,8,1,243.56
13887.0,141,1,349.55
13888.0,57,7,2001.59
13889.0,30,6,1991.23
13890.0,44,6,1544.68
13891.0,315,3,859.21
13892.0,1,4,1030.41
13893.0,235,1,821.1
13894.0,247,1,160.85
13895.0,4,5,3326.56
13896.0,563,1,388.55
13897.0,375,2,849.56
13898.0,263,2,686.4
13899.0,212,1,298.5
13900.0,120,6,1610.59
13901.0,9,15,5676.34
13902.0,569,5,34023.26
13903.0,337,1,165.45000000000002
13904.0,232,1,201.12
13905.0,670,1,312.65
13906.0,346,1,42.0
13907.0,629,1,136.8
13908.0,17,4,2319.55
13909.0,360,2,282.85
13911.0,81,19,4091.71
13912.0,361,1,124.95
13913.0,444,1,42.22
13915.0,331,1,70.80000000000001
13916.0,401,4,1275.81
13917.0,129,1,65.38
13918.0,190,1,198.2
13919.0,59,3,1099.02
13920.0,369,4,1774.68
13921.0,339,4,730.7
13922.0,289,3,865.2
13924.0,9,1,679.03
13925.0,30,4,678.25
13927.0,12,2,708.26
13928.0,44,2,225.45000000000002
13929.0,106,11,3494.1
13930.0,74,1,210.0
13931.0,33,11,5257.38
13932.0,232,1,307.4
13933.0,46,2,608.7900000000001
13934.0,201,1,922.1
13935.0,534,3,6116.92
13936.0,117,3,939.66
13937.0,106,2,880.13
13939.0,46,6,1382.62
13940.0,1,3,616.3
13941.0,27,14,8773.52
13942.0,472,1,320.0
13943.0,515,1,246.54
13944.0,590,1,200.43
13945.0,332,2,854.15
13946.0,16,6,1876.23
13947.0,2,1,90.6
13948.0,298,4,548.76
13949.0,3,3,1212.17
13950.0,10,2,323.65999999999997
13951.0,113,3,674.45
13952.0,155,14,12823.52
13953.0,53,10,5729.36
13954.0,8,1,227.41
13955.0,91,3,544.0699999999999
13956.0,75,3,676.07
13957.0,355,3,458.25
13958.0,317,8,4709.2300000000005
13959.0,16,6,1064.77
13960.0,9,1,128.1
13961.0,329,1,538.4
13962.0,183,2,310.85
13963.0,245,17,2860.57
13964.0,324,2,438.9
13965.0,414,3,996.61
13966.0,372,1,384.26
13967.0,83,2,166.3
13968.0,360,1,123.66
13969.0,44,28,7832.52
13970.0,323,2,846.55
13971.0,43,12,3895.21
13972.0,8,2,190.25
13973.0,224,1,264.7
13974.0,519,1,264.13
13975.0,65,10,4261.83
13976.0,144,4,1192.36
13977.0,348,1,519.8100000000001
13979.0,10,7,3373.63
13980.0,376,4,568.68
13981.0,353,1,331.14
13982.0,100,8,3312.62
13983.0,26,18,6214.0
13984.0,63,11,1792.6200000000001
13985.0,9,15,6751.99
13987.0,317,2,682.54
13988.0,10,6,3795.15
13989.0,3,5,2026.06
13990.0,150,1,311.3
13991.0,12,2,337.2
13992.0,317,2,142.7
13993.0,1,18,6402.06
13994.0,4,4,1549.74
13995.0,53,12,3380.2200000000003
13996.0,323,2,845.76
13997.0,456,3,376.46
13998.0,384,3,566.7
13999.0,2,27,8777.86
14000.0,148,5,2046.3400000000001
14001.0,170,8,3494.91
14002.0,71,2,529.73
14003.0,670,1,209.41
14004.0,16,10,5445.3
14005.0,13,4,977.68
14006.0,53,7,2196.67
14007.0,450,1,79.48
14008.0,369,1,509.04
14009.0,135,3,1099.91
14010.0,502,2,445.15
14011.0,417,2,457.82
14012.0,215,1,328.8
14013.0,47,5,1084.57
14014.0,14,3,1948.21
14016.0,99,11,11303.41
14017.0,508,1,229.75
14018.0,582,1,367.15000000000003
14019.0,35,2,800.53
14020.0,25,3,937.35
14021.0,92,7,1716.58
14022.0,162,2,792.15
14023.0,187,1,273.14
14024.0,59,3,645.74
14025.0,402,8,4057.9
14026.0,408,2,713.11
14028.0,487,3,10396.5
14029.0,0,2,467.66
14030.0,26,19,6979.7699999999995
14031.0,4,41,35783.8
14032.0,24,12,3718.39
14033.0,492,1,109.44
14034.0,94,2,473.90999999999997
14035.0,44,7,2203.99
14036.0,222,1,626.65
14037.0,113,6,836.95
14038.0,15,5,3069.88
14039.0,513,1,115.08000000000001
14040.0,31,33,11697.95
14041.0,203,1,141.41
14042.0,662,1,431.98
14043.0,428,2,302.6
14044.0,40,9,2963.2400000000002
14045.0,46,16,10986.63
14046.0,221,1,151.59
14047.0,10,13,3616.96
14048.0,242,3,748.69
14049.0,96,12,10689.42
14050.0,43,1,485.98
14051.0,5,31,16406.38
14052.0,328,1,241.3
14053.0,61,4,572.3
14054.0,2,1,92.46
14055.0,43,3,1520.96
14056.0,3,19,6115.06
14057.0,4,21,7707.5
14058.0,400,2,469.19
14059.0,204,1,183.6
14060.0,16,27,7893.42
14061.0,444,3,917.4300000000001
14062.0,9,23,24346.27
14063.0,624,7,9471.5
14064.0,50,14,3022.93
14065.0,326,3,891.02
14066.0,204,1,152.55
14067.0,1,2,374.7
14068.0,257,4,1516.72
14069.0,452,2,225.81
14070.0,622,1,321.6
14071.0,197,2,356.81
14072.0,604,1,390.85
14074.0,560,1,219.39999999999998
14075.0,198,3,1090.53
14076.0,66,1,118.67
14077.0,15,5,482.36
14078.0,39,9,1551.82
14079.0,62,1,375.1
14080.0,350,4,1070.08
14081.0,239,10,4867.57
14082.0,302,2,413.36
14083.0,63,9,612.68
14084.0,449,1,150.5
14085.0,78,26,8505.32
14086.0,400,1,39.95
14087.0,342,2,638.0
14088.0,66,10,39052.88
14090.0,262,1,76.32000000000001
14091.0,591,2,9530.08
14092.0,5,21,6249.13
14094.0,377,1,311.77
14095.0,660,1,2.95
14096.0,5,7,10004.44
14097.0,418,2,422.85999999999996
14099.0,2,18,5319.84
14100.0,75,1,191.95000000000002
14101.0,11,13,9961.93
14104.0,92,5,740.53
14105.0,176,5,5988.83
14106.0,674,1,214.79999999999998
14107.0,33,10,4636.01
14108.0,39,3,738.38
14109.0,10,1,144.2
14110.0,4,29,11775.03
14111.0,33,3,295.5
14112.0,68,10,4820.26
14113.0,15,14,6178.570000000001
14114.0,211,7,1364.09
14115.0,439,2,622.6700000000001
14116.0,1,3,956.3199999999999
14117.0,81,1,90.0
14118.0,366,1,458.45
14119.0,313,2,183.37
14122.0,343,3,362.42
14123.0,670,1,436.18
14124.0,21,1,419.58000000000004
14125.0,15,1,1295.43
14126.0,381,1,466.33000000000004
14127.0,60,6,1900.0800000000002
14128.0,193,2,592.25
14129.0,33,7,2193.71
14130.0,256,4,1858.77
14131.0,586,1,168.22
14132.0,24,6,1900.2
14133.0,67,4,911.14
14134.0,320,15,11123.35
14135.0,13,20,7663.68
14136.0,338,5,1570.81
14137.0,633,1,332.7
14138.0,1,1,621.71
14139.0,427,3,670.98
14141.0,11,2,489.31
14142.0,310,2,671.34
14143.0,71,1,115.8
14144.0,423,1,30.599999999999998
14145.0,94,6,6709.05
14146.0,18,11,8225.14
14147.0,15,9,2590.2
14148.0,171,2,466.29
14149.0,158,1,446.62
14150.0,297,1,306.18
14151.0,610,2,679.45
14152.0,12,7,1997.3400000000001
14153.0,420,1,233.4
14154.0,176,8,6460.7
14155.0,203,1,118.75
14156.0,8,132,290615.67
14157.0,222,4,822.98
14159.0,19,17,6341.33
14160.0,547,7,8421.47
14161.0,153,7,2996.93
14162.0,111,2,289.36
14163.0,24,5,2594.62
14164.0,8,2,1631.77
14165.0,213,1,120.44
14166.0,442,2,251.15
14167.0,102,7,1101.55
14168.0,358,2,370.45
14169.0,368,2,613.11
14170.0,312,3,570.18
14171.0,35,2,498.79
14172.0,542,3,369.02
14173.0,156,3,249.2
14175.0,108,7,5662.57
14176.0,234,5,756.46
14177.0,23,13,2209.69
14178.0,4,4,676.03
14180.0,28,30,5627.9
14181.0,348,2,308.35
14182.0,381,4,678.77
14183.0,348,2,278.34000000000003
14184.0,4,1,452.89
14185.0,268,1,197.65
14186.0,364,5,1550.63
14187.0,411,1,123.5
14188.0,9,5,1717.96
14189.0,33,12,4116.99
14190.0,603,1,79.9
14191.0,18,10,2658.19
14192.0,325,1,293.74
14193.0,5,3,1210.19
14194.0,13,29,14297.03
14195.0,139,6,2615.6
14196.0,44,1,335.52
14197.0,348,1,390.05
14198.0,24,8,1397.13
14199.0,155,4,1091.7
14200.0,554,1,379.2
14201.0,18,9,1073.24
14202.0,318,3,847.76
14203.0,334,1,339.34
14204.0,359,3,874.22
14205.0,201,8,2170.4
14206.0,176,3,1185.01
14207.0,625,1,157.8
14208.0,32,2,567.05
14209.0,58,14,4796.17
14210.0,43,16,5556.570000000001
14211.0,17,16,3500.28
14212.0,27,2,2190.14
14213.0,342,1,1192.2
14214.0,93,3,899.16
14215.0,15,8,2804.52
14216.0,351,1,310.74
14217.0,11,18,2763.28
14219.0,347,2,543.89
14220.0,184,4,1515.0
14221.0,18,16,6173.58
14222.0,114,1,683.17
14223.0,29,3,991.13
14224.0,47,9,1841.71
14225.0,372,4,2031.07
14226.0,8,4,2648.11
14227.0,23,14,6047.1
14228.0,375,3,745.5
14229.0,229,6,1808.97
14230.0,373,3,979.8000000000001
14231.0,121,4,1235.6200000000001
14232.0,52,4,1573.33
14233.0,149,6,2400.65
14235.0,12,9,4717.99
14236.0,18,5,1555.34
14237.0,310,2,471.14
14238.0,263,3,434.23
14239.0,8,20,4101.71
14240.0,163,2,584.0
14241.0,121,2,333.70000000000005
14242.0,172,2,280.55
14243.0,32,15,6934.93
14244.0,598,1,366.41999999999996
14245.0,157,2,1693.45
14246.0,48,3,1474.06
14247.0,215,5,753.56
14248.0,255,3,1032.95
14249.0,348,12,5400.46
14250.0,26,1,1228.83
14252.0,318,1,350.99
14253.0,430,2,363.40000000000003
14254.0,370,1,601.03
14256.0,197,5,2460.79
14257.0,1,9,5954.45
14258.0,27,24,30679.74
14259.0,79,1,120.0
14260.0,408,3,824.28
14261.0,16,1,943.75
14262.0,21,4,1379.3
14263.0,360,1,322.93
14264.0,92,6,1517.3600000000001
14265.0,46,4,1373.35
14266.0,365,1,40.56
14267.0,100,3,1516.24
14268.0,408,1,354.85
14269.0,376,1,295.73
14270.0,269,1,492.65000000000003
14271.0,163,2,214.18
14272.0,11,4,920.81
14273.0,73,3,450.05
14274.0,623,1,256.6
14275.0,333,6,1189.3799999999999
14276.0,36,7,2102.68
14277.0,149,6,14266.19
14278.0,347,1,205.83
14279.0,458,2,191.86
14280.0,134,1,134.04
14281.0,345,1,245.15
14282.0,18,20,6318.16
14283.0,400,4,628.4399999999999
14284.0,23,2,956.5
14285.0,13,6,2627.84
14286.0,180,5,5901.09
14287.0,136,2,83.28
14288.0,150,1,426.6
14289.0,72,5,832.78
14290.0,5,6,4001.51
14291.0,4,20,6986.81
14292.0,25,12,7498.27
14293.0,84,8,2595.86
14294.0,344,1,375.34
14295.0,376,3,2186.71
14296.0,358,2,456.40000000000003
14297.0,212,1,232.6
14298.0,9,79,83904.65
14299.0,16,24,12948.12
14301.0,54,4,1992.18
14302.0,368,3,742.9000000000001
14303.0,344,2,277.94
14304.0,160,3,1725.01
14305.0,8,3,1858.96
14306.0,23,5,2761.02
14307.0,26,10,4287.92
14309.0,31,9,3061.98
14310.0,370,1,492.1
14311.0,180,2,516.45
14312.0,28,10,2525.89
14314.0,44,2,229.8
14315.0,66,7,2266.84
14316.0,359,5,1370.34
14317.0,2,1,508.58000000000004
14318.0,397,1,158.02
14319.0,361,1,494.85
14320.0,144,5,1346.75
14321.0,11,6,1917.9
14322.0,366,4,474.1
14323.0,52,2,605.0600000000001
14324.0,347,2,701.61
14325.0,507,1,245.48000000000002
14326.0,179,3,940.98
14327.0,100,6,1894.93
14329.0,46,12,8397.41
14330.0,561,1,200.63
14331.0,61,2,462.65999999999997
14332.0,3,4,1636.44
14333.0,5,1,415.2
14334.0,31,11,4094.98
14335.0,33,1,347.5
14336.0,135,3,1114.39
14338.0,98,3,928.1
14339.0,180,2,620.27
14340.0,156,1,134.7
14341.0,67,16,3424.56
14342.0,74,4,669.62
14343.0,358,4,1079.66
14344.0,64,20,2993.05
14346.0,58,5,2315.75
14347.0,674,1,82.6
14348.0,197,1,409.57
14350.0,211,3,972.03
14351.0,102,1,51.0
14352.0,94,4,1078.96
14353.0,152,3,376.5
14355.0,303,3,840.0500000000001
14356.0,17,2,701.23
14358.0,326,2,400.06
14359.0,25,1,483.39
14360.0,5,3,1907.08
14361.0,516,1,214.70999999999998
14363.0,339,2,227.47000000000003
14364.0,46,8,3717.35
14365.0,332,2,634.68
14366.0,462,1,136.0
14367.0,13,12,6916.24
14368.0,257,1,155.0
14369.0,579,2,469.13
14370.0,388,6,1175.78
14371.0,232,1,100.5
14372.0,380,2,860.08
14373.0,295,1,76.55
14374.0,478,1,108.0
14375.0,122,3,1106.82
14376.0,620,1,215.46
14377.0,128,2,617.05
14378.0,559,1,131.25
14379.0,232,3,1028.04
14381.0,388,1,423.26
14382.0,327,1,578.14
14383.0,1,2,917.81
14384.0,438,1,58.5
14386.0,234,1,142.4
14387.0,11,2,929.74
14388.0,28,14,5453.13
14389.0,2,5,1898.01
14390.0,81,8,3098.17
14391.0,514,1,135.6
14392.0,369,1,266.4
14393.0,155,1,67.95
14394.0,502,1,93.8
14395.0,16,18,6932.400000000001
14396.0,2,7,1969.38
14397.0,17,11,1089.24
14398.0,338,2,707.79
14399.0,331,8,2108.21
14400.0,86,3,1732.47
14401.0,17,20,6129.3
14402.0,589,1,285.6
14403.0,67,6,1880.51
14404.0,46,12,2597.33
14405.0,324,1,195.0
14406.0,56,1,156.75
14407.0,44,5,2142.73
14408.0,32,10,3794.05
14409.0,8,9,3427.29
14410.0,29,11,2630.9
14411.0,248,1,1063.0
14412.0,10,2,1118.61
14413.0,299,3,421.72
14414.0,29,8,2399.33
14415.0,35,19,9890.65
14417.0,325,1,524.65
14418.0,45,1,150.44
14419.0,11,4,743.64
14420.0,36,4,1639.17
14421.0,149,5,2111.44
14422.0,8,16,8326.01
14423.0,155,3,916.6099999999999
14425.0,372,3,661.39
14426.0,78,13,10131.85
14427.0,1,3,1221.92
14428.0,16,3,534.12
14429.0,341,1,516.28
14430.0,449,3,1220.9
14431.0,240,4,2614.2
14432.0,5,2,555.9
14433.0,403,1,280.7
14434.0,2,2,410.40000000000003
14435.0,439,1,90.42
14436.0,36,2,271.70000000000005
14437.0,303,5,873.34
14438.0,243,1,131.9
14439.0,257,5,9443.04
14440.0,10,11,5183.08
14441.0,32,9,3596.2000000000003
14442.0,142,7,5367.0199999999995
14443.0,76,4,1654.29
14444.0,393,1,120.44
14445.0,393,1,221.65
14446.0,18,3,859.6899999999999
14447.0,133,3,1149.53
14448.0,301,1,102.35000000000001
14449.0,1,7,2043.63
14450.0,118,7,1128.44
14451.0,132,11,2974.78
14452.0,31,3,527.27
14453.0,127,1,119.93
14454.0,313,5,977.3
14455.0,369,4,617.72
14456.0,10,5,1817.86
14457.0,248,1,113.64
14458.0,318,1,219.26999999999998
14459.0,92,2,5375.74
14460.0,47,9,1093.5
14461.0,85,13,6676.52
14462.0,3,12,2237.81
14463.0,35,4,786.5699999999999
14464.0,505,2,111.0
14465.0,184,11,3925.85
14466.0,11,12,3780.4
14467.0,250,9,1738.68
14468.0,671,1,204.24
14469.0,353,4,2093.46
14470.0,225,2,548.49
14471.0,528,2,400.95
14472.0,41,9,2118.72
14473.0,11,2,234.34000000000003
14474.0,517,1,711.23
14475.0,9,4,1151.15
14476.0,194,1,193.0
14477.0,121,5,1183.0
14478.0,319,4,1276.66
14479.0,191,4,1124.71
14480.0,340,3,1020.47
14481.0,102,5,2284.69
14482.0,36,8,2749.86
14483.0,219,2,257.1
14484.0,338,3,749.0600000000001
14486.0,449,2,175.5
14487.0,20,5,917.4
14488.0,5,1,1064.28
14489.0,144,4,1574.93
14490.0,343,2,1273.47
14491.0,112,2,340.93
14492.0,367,7,1921.91
14493.0,92,6,3315.84
14494.0,338,2,261.9
14495.0,58,2,91.6
14496.0,249,7,2363.89
14497.0,246,2,697.0600000000001
14498.0,53,9,3225.3
14499.0,71,6,1661.16
14500.0,25,3,356.85
14501.0,121,2,251.21
14502.0,5,8,1627.86
14503.0,7,2,1284.45
14504.0,180,3,542.71
14505.0,46,17,10236.39
14506.0,3,6,2484.28
14507.0,38,9,2773.55
14508.0,27,4,692.43
14509.0,471,1,110.95
14510.0,313,3,979.85
14511.0,3,3,648.3299999999999
14512.0,125,7,1215.97
14513.0,38,6,788.01
14514.0,138,8,3792.95
14515.0,4,9,2971.04
14516.0,453,1,151.17
14517.0,79,1,252.45
14518.0,1,1,174.37
14519.0,621,2,203.14
14520.0,228,1,165.0
14521.0,428,1,199.45000000000002
14522.0,9,7,1605.38
14523.0,45,1,241.09
14524.0,9,12,2797.96
14525.0,37,15,6622.98
14526.0,326,1,258.65
