Customer ID,Recency,Frequency,Monetary,Cluster,Tên phân khúc,Cluster K-Medoids
13449.0,23,1,291.88,0,Khách hàng trung thành,0
13450.0,26,13,4120.04,2,Khách VIP,2
13451.0,25,11,7088.92,2,Khách VIP,2
13452.0,258,3,729.8,0,Khách hàng trung thành,0
13453.0,165,3,781.6899999999999,0,Khách hàng trung thành,0
13454.0,640,1,219.87,1,Khách hàng có nguy cơ rời bỏ,1
13455.0,24,6,2212.99,2,Khách VIP,2
13456.0,17,6,1766.72,2,Khách VIP,2
13457.0,688,2,148.22,1,Khách hàng có nguy cơ rời bỏ,1
13458.0,6,16,11959.27,2,Khách VIP,2
13459.0,624,2,1160.41,1,Khách hàng có nguy cơ rời bỏ,1
13460.0,28,2,183.44,0,Khách hàng trung thành,0
13461.0,38,6,4160.0,2,Khách VIP,2
13462.0,252,5,1153.85,0,Khách hàng trung thành,0
13464.0,57,6,3097.64,2,Khách VIP,2
13465.0,445,2,931.12,1,Khách hàng có nguy cơ rời bỏ,1
13466.0,183,5,1013.35,0,Khách hàng trung thành,0
13467.0,10,2,1071.91,0,Khách hàng trung thành,0
13468.0,1,72,12793.28,2,Khách VIP,2
13469.0,652,1,82.4,1,Khách hàng có nguy cơ rời bỏ,1
13470.0,98,2,165.0,0,Khách hàng trung thành,0
13471.0,0,4,2501.84,0,Khách hàng trung thành,0
13472.0,463,2,592.24,1,Khách hàng có nguy cơ rời bỏ,1
13473.0,60,8,2657.76,2,Khách VIP,2
13474.0,235,3,646.59,0,Khách hàng trung thành,0
13475.0,190,4,1431.78,0,Khách hàng trung thành,0
13476.0,178,5,2061.4700000000003,0,Khách hàng trung thành,0
13477.0,37,11,2819.17,2,Khách VIP,2
13478.0,468,5,2215.78,1,Khách hàng có nguy cơ rời bỏ,1
13479.0,200,4,851.37,0,Khách hàng trung thành,0
13480.0,416,2,627.82,1,Khách hàng có nguy cơ rời bỏ,1
13481.0,45,11,3830.84,2,Khách VIP,2
13482.0,231,2,336.09,0,Khách hàng trung thành,0
13483.0,65,1,140.34,0,Khách hàng trung thành,0
13484.0,240,3,790.72,0,Khách hàng trung thành,0
13485.0,232,11,3015.2200000000003,2,Khách VIP,2
13486.0,77,3,1122.41,0,Khách hàng trung thành,0
13487.0,57,5,846.87,0,Khách hàng trung thành,0
13488.0,16,23,14205.96,2,Khách VIP,2
13489.0,104,4,449.52,0,Khách hàng trung thành,0
13490.0,653,1,154.25,1,Khách hàng có nguy cơ rời bỏ,1
13491.0,51,27,4467.66,2,Khách VIP,2
13492.0,135,3,1269.84,0,Khách hàng trung thành,0
13493.0,274,2,498.63,0,Khách hàng trung thành,1
13494.0,311,1,316.26000000000005,1,Khách hàng có nguy cơ rời bỏ,1
13495.0,7,10,4863.31,2,Khách VIP,2
13496.0,10,2,653.33,0,Khách hàng trung thành,0
13497.0,282,6,1166.83,0,Khách hàng trung thành,0
13498.0,729,1,327.38,1,Khách hàng có nguy cơ rời bỏ,1
13499.0,17,5,1159.11,0,Khách hàng trung thành,0
13500.0,22,4,1466.3,0,Khách hàng trung thành,0
13501.0,287,3,2885.11,0,Khách hàng trung thành,0
13502.0,16,5,780.5,0,Khách hàng trung thành,0
13503.0,70,5,1778.04,0,Khách hàng trung thành,0
13504.0,63,1,295.93,0,Khách hàng trung thành,0
13505.0,72,4,3633.63,2,Khách VIP,2
13506.0,315,5,1338.08,0,Khách hàng trung thành,0
13507.0,2,4,2479.16,0,Khách hàng trung thành,0
13508.0,243,2,287.05,0,Khách hàng trung thành,0
13509.0,8,7,1099.72,0,Khách hàng trung thành,0
13510.0,0,11,4558.29,2,Khách VIP,2
13511.0,676,1,282.76,1,Khách hàng có nguy cơ rời bỏ,1
13512.0,260,4,713.39,0,Khách hàng trung thành,0
13513.0,126,3,824.59,0,Khách hàng trung thành,0
13514.0,73,4,815.9000000000001,0,Khách hàng trung thành,0
13515.0,72,6,1265.82,0,Khách hàng trung thành,0
13516.0,20,4,1685.26,0,Khách hàng trung thành,0
13517.0,59,3,2128.42,0,Khách hàng trung thành,0
13518.0,85,1,627.16,0,Khách hàng trung thành,0
13519.0,77,2,343.21,0,Khách hàng trung thành,0
13520.0,58,11,5446.0,2,Khách VIP,2
13521.0,0,3,1070.47,0,Khách hàng trung thành,0
13522.0,29,1,125.8,0,Khách hàng trung thành,0
13523.0,32,6,4534.57,2,Khách VIP,2
13524.0,40,5,680.1800000000001,0,Khách hàng trung thành,0
13525.0,14,2,628.78,0,Khách hàng trung thành,0
13526.0,737,2,1182.0,1,Khách hàng có nguy cơ rời bỏ,1
13527.0,33,12,4541.29,2,Khách VIP,2
13529.0,78,2,307.76,0,Khách hàng trung thành,0
13530.0,633,1,402.98,1,Khách hàng có nguy cơ rời bỏ,1
13531.0,204,6,1433.07,0,Khách hàng trung thành,0
13532.0,33,1,210.31,0,Khách hàng trung thành,0
13533.0,182,3,269.09,0,Khách hàng trung thành,0
13534.0,1,35,7720.9,2,Khách VIP,2
13535.0,402,1,89.5,1,Khách hàng có nguy cơ rời bỏ,1
13536.0,0,7,3444.39,2,Khách VIP,2
13537.0,425,2,717.85,1,Khách hàng có nguy cơ rời bỏ,1
13538.0,42,12,3103.13,2,Khách VIP,2
13539.0,85,7,1569.36,2,Khách VIP,2
13540.0,466,3,632.39,1,Khách hàng có nguy cơ rời bỏ,1
13541.0,426,2,785.25,1,Khách hàng có nguy cơ rời bỏ,1
13542.0,376,17,3959.49,2,Khách VIP,2
13543.0,633,2,1439.61,1,Khách hàng có nguy cơ rời bỏ,1
13544.0,39,6,790.2,0,Khách hàng trung thành,0
13545.0,390,2,364.93,1,Khách hàng có nguy cơ rời bỏ,1
13546.0,11,5,1086.24,0,Khách hàng trung thành,0
13547.0,407,1,164.53,1,Khách hàng có nguy cơ rời bỏ,1
13548.0,95,3,901.44,0,Khách hàng trung thành,0
13549.0,25,8,1005.8,2,Khách VIP,2
13550.0,382,1,342.55,1,Khách hàng có nguy cơ rời bỏ,1
13551.0,318,2,244.2,1,Khách hàng có nguy cơ rời bỏ,1
13552.0,65,22,6948.92,2,Khách VIP,2
13553.0,674,1,499.6,1,Khách hàng có nguy cơ rời bỏ,1
13554.0,379,7,1629.35,2,Khách VIP,1
13555.0,73,13,8891.84,2,Khách VIP,2
13556.0,428,2,200.82,1,Khách hàng có nguy cơ rời bỏ,1
13557.0,27,13,3032.26,2,Khách VIP,2
13558.0,5,4,594.52,0,Khách hàng trung thành,0
13559.0,512,2,990.0,1,Khách hàng có nguy cơ rời bỏ,1
13560.0,6,1,171.42000000000002,0,Khách hàng trung thành,0
13561.0,215,11,1803.4,2,Khách VIP,2
13562.0,81,8,4838.18,2,Khách VIP,2
13563.0,83,2,777.53,0,Khách hàng trung thành,0
13564.0,353,36,15880.22,2,Khách VIP,2
13565.0,18,3,414.8,0,Khách hàng trung thành,0
13566.0,40,5,1684.75,0,Khách hàng trung thành,0
13567.0,427,4,1079.29,1,Khách hàng có nguy cơ rời bỏ,1
13568.0,172,1,187.05,0,Khách hàng trung thành,0
13569.0,16,4,725.04,0,Khách hàng trung thành,0
13570.0,242,1,239.49,1,Khách hàng có nguy cơ rời bỏ,1
13571.0,12,26,4537.26,2,Khách VIP,2
13572.0,205,1,1384.25,0,Khách hàng trung thành,0
13573.0,49,6,903.07,0,Khách hàng trung thành,0
13574.0,410,1,404.45,1,Khách hàng có nguy cơ rời bỏ,1
13575.0,22,5,732.0699999999999,0,Khách hàng trung thành,0
13576.0,9,28,11202.59,2,Khách VIP,2
13577.0,24,11,3484.28,2,Khách VIP,2
13578.0,408,1,147.66,1,Khách hàng có nguy cơ rời bỏ,1
13579.0,14,5,1374.34,0,Khách hàng trung thành,0
13580.0,405,1,107.75,1,Khách hàng có nguy cơ rời bỏ,1
13581.0,308,2,280.53000000000003,1,Khách hàng có nguy cơ rời bỏ,1
13582.0,389,2,241.68,1,Khách hàng có nguy cơ rời bỏ,1
13583.0,155,2,1445.03,0,Khách hàng trung thành,0
13584.0,306,3,385.7,1,Khách hàng có nguy cơ rời bỏ,1
13585.0,530,3,684.54,1,Khách hàng có nguy cơ rời bỏ,1
13586.0,540,1,127.28,1,Khách hàng có nguy cơ rời bỏ,1
13587.0,63,4,1673.5,0,Khách hàng trung thành,0
13588.0,15,9,2478.95,2,Khách VIP,2
13589.0,14,6,1120.74,0,Khách hàng trung thành,0
13590.0,10,18,6336.04,2,Khách VIP,2
13591.0,64,7,2093.94,2,Khách VIP,2
13592.0,35,4,247.96,0,Khách hàng trung thành,0
13593.0,107,14,5493.29,2,Khách VIP,2
13594.0,52,2,533.32,0,Khách hàng trung thành,0
13595.0,516,3,784.48,1,Khách hàng có nguy cơ rời bỏ,1
13596.0,5,2,664.11,0,Khách hàng trung thành,0
13597.0,399,2,396.71,1,Khách hàng có nguy cơ rời bỏ,1
13598.0,46,5,761.96,0,Khách hàng trung thành,0
13599.0,0,33,9811.04,2,Khách VIP,2
13600.0,311,2,518.42,1,Khách hàng có nguy cơ rời bỏ,1
13601.0,44,4,1159.99,0,Khách hàng trung thành,0
13602.0,64,4,1025.17,0,Khách hàng trung thành,0
13603.0,25,1,164.34,0,Khách hàng trung thành,0
13604.0,658,1,717.62,1,Khách hàng có nguy cơ rời bỏ,1
13605.0,386,2,522.67,1,Khách hàng có nguy cơ rời bỏ,1
13606.0,28,3,276.75,0,Khách hàng trung thành,0
13607.0,39,2,1075.81,0,Khách hàng trung thành,0
13608.0,540,1,232.05,1,Khách hàng có nguy cơ rời bỏ,1
13609.0,592,1,167.35,1,Khách hàng có nguy cơ rời bỏ,1
13610.0,11,14,2102.46,2,Khách VIP,2
13611.0,88,10,3297.9300000000003,2,Khách VIP,2
13612.0,632,1,818.29,1,Khách hàng có nguy cơ rời bỏ,1
13613.0,452,5,1039.85,1,Khách hàng có nguy cơ rời bỏ,1
13614.0,23,6,2332.74,2,Khách VIP,2
13615.0,318,8,6272.53,2,Khách VIP,2
13616.0,567,2,283.85,1,Khách hàng có nguy cơ rời bỏ,1
13617.0,39,8,1278.75,2,Khách VIP,2
13618.0,173,1,177.34,0,Khách hàng trung thành,0
13619.0,544,2,223.44,1,Khách hàng có nguy cơ rời bỏ,1
13620.0,527,1,112.34,1,Khách hàng có nguy cơ rời bỏ,1
13621.0,116,1,213.85,0,Khách hàng trung thành,0
13622.0,695,1,658.95,1,Khách hàng có nguy cơ rời bỏ,1
13623.0,30,10,2533.06,2,Khách VIP,2
13624.0,387,1,462.08,1,Khách hàng có nguy cơ rời bỏ,1
13625.0,596,1,301.26,1,Khách hàng có nguy cơ rời bỏ,1
13626.0,252,2,707.04,0,Khách hàng trung thành,0
13627.0,58,7,2245.9,2,Khách VIP,2
13628.0,675,1,310.14,1,Khách hàng có nguy cơ rời bỏ,1
13629.0,22,19,13370.86,2,Khách VIP,2
13630.0,4,7,2031.78,2,Khách VIP,2
13631.0,99,11,3070.42,2,Khách VIP,2
13632.0,24,8,3645.81,2,Khách VIP,2
13634.0,32,15,4988.08,2,Khách VIP,2
13635.0,67,4,2999.16,0,Khách hàng trung thành,0
13636.0,36,5,949.12,0,Khách hàng trung thành,0
13637.0,51,3,803.05,0,Khách hàng trung thành,0
13638.0,15,1,122.64,0,Khách hàng trung thành,0
13639.0,73,2,1346.27,0,Khách hàng trung thành,0
13640.0,610,1,405.0,1,Khách hàng có nguy cơ rời bỏ,1
13641.0,640,4,942.37,1,Khách hàng có nguy cơ rời bỏ,1
13642.0,215,4,472.2,0,Khách hàng trung thành,0
13643.0,30,10,2156.77,2,Khách VIP,2
13644.0,15,4,2624.26,0,Khách hàng trung thành,0
13645.0,119,1,252.1,0,Khách hàng trung thành,0
13646.0,399,2,326.25,1,Khách hàng có nguy cơ rời bỏ,1
13647.0,9,8,3041.68,2,Khách VIP,2
13648.0,399,8,1759.07,2,Khách VIP,1
13649.0,256,6,1453.68,0,Khách hàng trung thành,0
13650.0,16,10,3288.0,2,Khách VIP,2
13651.0,39,2,211.85,0,Khách hàng trung thành,0
13652.0,45,5,2262.05,2,Khách VIP,2
13653.0,487,1,152.2,1,Khách hàng có nguy cơ rời bỏ,1
13654.0,42,11,6308.0,2,Khách VIP,2
13655.0,113,6,2280.51,2,Khách VIP,2
13656.0,164,4,1078.85,0,Khách hàng trung thành,0
13657.0,10,2,382.14,0,Khách hàng trung thành,0
13658.0,9,9,6025.5,2,Khách VIP,2
13659.0,205,12,4884.68,2,Khách VIP,2
13660.0,399,1,306.64,1,Khách hàng có nguy cơ rời bỏ,1
13661.0,602,1,325.24,1,Khách hàng có nguy cơ rời bỏ,1
13662.0,85,11,2233.61,2,Khách VIP,2
13663.0,178,5,2047.51,0,Khách hàng trung thành,0
13665.0,385,3,1711.66,1,Khách hàng có nguy cơ rời bỏ,1
13666.0,59,5,127.05,0,Khách hàng trung thành,0
13667.0,148,1,299.05,0,Khách hàng trung thành,0
13668.0,2,35,12948.48,2,Khách VIP,2
13669.0,50,3,413.55,0,Khách hàng trung thành,0
13670.0,74,1,349.7,0,Khách hàng trung thành,0
13671.0,394,1,172.6,1,Khách hàng có nguy cơ rời bỏ,1
13672.0,300,3,419.92,1,Khách hàng có nguy cơ rời bỏ,1
13673.0,18,2,387.44,0,Khách hàng trung thành,0
13674.0,432,1,240.68,1,Khách hàng có nguy cơ rời bỏ,1
13675.0,150,2,486.8200000000001,0,Khách hàng trung thành,0
13676.0,538,2,243.9,1,Khách hàng có nguy cơ rời bỏ,1
13677.0,404,2,551.24,1,Khách hàng có nguy cơ rời bỏ,1
13678.0,151,1,232.6,0,Khách hàng trung thành,0
13679.0,493,3,281.26,1,Khách hàng có nguy cơ rời bỏ,1
13680.0,0,12,11419.67,2,Khách VIP,2
13681.0,17,4,827.83,0,Khách hàng trung thành,0
13682.0,186,1,59.5,1,Khách hàng có nguy cơ rời bỏ,1
13683.0,457,1,258.6,1,Khách hàng có nguy cơ rời bỏ,1
13684.0,285,4,594.88,0,Khách hàng trung thành,0
13685.0,2,7,3119.44,2,Khách VIP,2
13686.0,182,3,409.04,0,Khách hàng trung thành,0
13687.0,437,1,11880.84,1,Khách hàng có nguy cơ rời bỏ,1
13688.0,634,1,375.5,1,Khách hàng có nguy cơ rời bỏ,1
13689.0,62,2,1259.5,0,Khách hàng trung thành,0
13690.0,58,1,172.25,0,Khách hàng trung thành,0
13691.0,395,1,210.78,1,Khách hàng có nguy cơ rời bỏ,1
13692.0,24,5,3114.4,2,Khách VIP,2
13693.0,373,9,2011.82,2,Khách VIP,2
13694.0,3,143,195640.69,2,Khách VIP,2
13695.0,30,16,2770.73,2,Khách VIP,2
13696.0,421,3,2020.4,1,Khách hàng có nguy cơ rời bỏ,1
13697.0,38,1,151.29999999999998,0,Khách hàng trung thành,0
13698.0,596,2,451.73,1,Khách hàng có nguy cơ rời bỏ,1
13699.0,154,2,764.15,0,Khách hàng trung thành,0
13700.0,25,13,2596.9700000000003,2,Khách VIP,2
13701.0,446,1,161.0,1,Khách hàng có nguy cơ rời bỏ,1
13702.0,445,1,135.18,1,Khách hàng có nguy cơ rời bỏ,1
13703.0,317,2,425.56,1,Khách hàng có nguy cơ rời bỏ,1
13704.0,4,9,2308.06,2,Khách VIP,2
13705.0,7,7,1717.19,2,Khách VIP,2
13706.0,302,2,631.17,1,Khách hàng có nguy cơ rời bỏ,1
13707.0,266,5,3365.86,2,Khách VIP,2
13708.0,270,1,283.33,1,Khách hàng có nguy cơ rời bỏ,1
13709.0,3,18,7571.35,2,Khách VIP,2
13710.0,31,3,509.52,0,Khách hàng trung thành,0
13711.0,218,9,1792.26,2,Khách VIP,2
13712.0,246,2,766.42,0,Khách hàng trung thành,0
13713.0,407,3,740.76,1,Khách hàng có nguy cơ rời bỏ,1
13714.0,464,1,161.35,1,Khách hàng có nguy cơ rời bỏ,1
13715.0,280,17,8153.04,2,Khách VIP,2
13716.0,268,1,138.28,1,Khách hàng có nguy cơ rời bỏ,1
13717.0,31,8,1763.3,2,Khách VIP,2
13718.0,245,2,306.55,0,Khách hàng trung thành,0
13719.0,14,11,2782.1,2,Khách VIP,2
13720.0,116,4,799.9,0,Khách hàng trung thành,0
13721.0,35,2,741.54,0,Khách hàng trung thành,0
13722.0,131,10,5635.41,2,Khách VIP,2
13723.0,216,6,1194.08,0,Khách hàng trung thành,0
13724.0,636,1,213.01,1,Khách hàng có nguy cơ rời bỏ,1
13725.0,49,8,1980.56,2,Khách VIP,2
13726.0,38,2,1079.66,0,Khách hàng trung thành,0
13727.0,28,8,1074.15,2,Khách VIP,2
13728.0,36,16,2855.17,2,Khách VIP,2
13729.0,435,3,724.73,1,Khách hàng có nguy cơ rời bỏ,1
13730.0,135,2,752.6,0,Khách hàng trung thành,0
13731.0,218,2,610.59,0,Khách hàng trung thành,0
13732.0,27,1,491.86,0,Khách hàng trung thành,0
13733.0,410,2,487.03,1,Khách hàng có nguy cơ rời bỏ,1
13734.0,508,4,6695.6900000000005,1,Khách hàng có nguy cơ rời bỏ,1
13735.0,24,13,9762.77,2,Khách VIP,2
13736.0,4,7,2752.47,2,Khách VIP,2
13737.0,199,1,339.6,0,Khách hàng trung thành,0
13738.0,395,1,434.78,1,Khách hàng có nguy cơ rời bỏ,1
13739.0,17,2,292.2,0,Khách hàng trung thành,0
13740.0,240,5,1582.77,0,Khách hàng trung thành,0
13741.0,71,3,668.4300000000001,0,Khách hàng trung thành,0
13742.0,16,12,3107.87,2,Khách VIP,2
13743.0,2,7,1341.6,2,Khách VIP,2
13744.0,94,2,1080.52,0,Khách hàng trung thành,0
13745.0,161,2,777.36,0,Khách hàng trung thành,0
13746.0,413,1,176.69,1,Khách hàng có nguy cơ rời bỏ,1
13747.0,373,2,169.79999999999998,1,Khách hàng có nguy cơ rời bỏ,1
13748.0,95,9,2064.35,2,Khách VIP,2
13750.0,53,11,3602.1800000000003,2,Khách VIP,2
13751.0,287,1,296.25,1,Khách hàng có nguy cơ rời bỏ,1
13752.0,123,7,1579.8300000000002,2,Khách VIP,2
13753.0,287,4,2094.57,0,Khách hàng trung thành,0
13754.0,151,3,447.05,0,Khách hàng trung thành,0
13755.0,3,9,2108.06,2,Khách VIP,2
13756.0,1,23,8655.95,2,Khách VIP,2
13757.0,674,1,195.55,1,Khách hàng có nguy cơ rời bỏ,1
13758.0,11,14,8595.29,2,Khách VIP,2
13759.0,32,2,659.4100000000001,0,Khách hàng trung thành,0
13760.0,53,5,1363.64,0,Khách hàng trung thành,0
13761.0,49,6,1952.17,2,Khách VIP,2
13762.0,218,5,2472.48,2,Khách VIP,2
13763.0,62,3,5217.4400000000005,2,Khách VIP,2
13764.0,70,6,2908.67,2,Khách VIP,2
13765.0,652,1,352.82,1,Khách hàng có nguy cơ rời bỏ,1
13766.0,494,1,190.35,1,Khách hàng có nguy cơ rời bỏ,1
13767.0,1,73,33903.57,2,Khách VIP,2
13768.0,726,2,875.97,1,Khách hàng có nguy cơ rời bỏ,1
13769.0,1,20,5478.12,2,Khách VIP,2
13770.0,421,4,785.37,1,Khách hàng có nguy cơ rời bỏ,1
13771.0,63,9,5728.82,2,Khách VIP,2
13772.0,33,8,3100.02,2,Khách VIP,2
13773.0,396,2,301.54,1,Khách hàng có nguy cơ rời bỏ,1
13774.0,81,1,345.0,0,Khách hàng trung thành,0
13775.0,590,1,1049.66,1,Khách hàng có nguy cơ rời bỏ,1
13777.0,0,61,49638.26,2,Khách VIP,2
13778.0,102,4,1124.49,0,Khách hàng trung thành,0
13779.0,515,1,161.13,1,Khách hàng có nguy cơ rời bỏ,1
13780.0,6,3,732.07,0,Khách hàng trung thành,0
13781.0,250,3,778.83,0,Khách hàng trung thành,0
13782.0,12,13,1786.08,2,Khách VIP,2
13783.0,487,4,1542.09,1,Khách hàng có nguy cơ rời bỏ,1
13784.0,9,14,2910.23,2,Khách VIP,2
13785.0,428,4,542.49,1,Khách hàng có nguy cơ rời bỏ,1
13786.0,366,6,3127.99,2,Khách VIP,2
13787.0,75,6,1222.5,0,Khách hàng trung thành,0
13788.0,504,1,3.75,1,Khách hàng có nguy cơ rời bỏ,1
13789.0,387,1,239.46,1,Khách hàng có nguy cơ rời bỏ,1
13790.0,3,1,348.8,0,Khách hàng trung thành,0
13791.0,127,2,1516.0,0,Khách hàng trung thành,0
13792.0,65,3,383.95,0,Khách hàng trung thành,0
13793.0,646,1,96.0,1,Khách hàng có nguy cơ rời bỏ,1
13794.0,546,1,126.03,1,Khách hàng có nguy cơ rời bỏ,1
13795.0,387,4,836.3,1,Khách hàng có nguy cơ rời bỏ,1
13796.0,498,1,289.7,1,Khách hàng có nguy cơ rời bỏ,1
13797.0,436,3,1179.45,1,Khách hàng có nguy cơ rời bỏ,1
13798.0,0,110,75428.87,2,Khách VIP,2
13799.0,116,9,2803.57,2,Khách VIP,2
13800.0,309,3,1679.56,0,Khách hàng trung thành,0
13801.0,66,1,324.8,0,Khách hàng trung thành,0
13802.0,138,19,26259.11,2,Khách VIP,2
13803.0,254,3,1338.91,0,Khách hàng trung thành,0
13804.0,30,9,3161.12,2,Khách VIP,2
13805.0,51,2,924.6,0,Khách hàng trung thành,0
13806.0,63,1,256.38,0,Khách hàng trung thành,0
13807.0,366,3,422.2,1,Khách hàng có nguy cơ rời bỏ,1
13808.0,5,5,1747.66,0,Khách hàng trung thành,0
13809.0,304,3,679.7,0,Khách hàng trung thành,1
13810.0,28,2,827.51,0,Khách hàng trung thành,0
13811.0,183,2,519.75,0,Khách hàng trung thành,0
13812.0,41,3,485.0,0,Khách hàng trung thành,0
13813.0,39,8,2387.4700000000003,2,Khách VIP,2
13814.0,91,3,2257.32,0,Khách hàng trung thành,0
13815.0,21,8,6737.74,2,Khách VIP,2
13816.0,23,2,499.67,0,Khách hàng trung thành,0
13817.0,28,2,328.98,0,Khách hàng trung thành,0
13818.0,429,1,61.28,1,Khách hàng có nguy cơ rời bỏ,1
13819.0,301,6,2642.35,2,Khách VIP,2
13820.0,417,3,652.75,1,Khách hàng có nguy cơ rời bỏ,1
13821.0,144,6,1379.08,0,Khách hàng trung thành,0
13822.0,5,2,632.0,0,Khách hàng trung thành,0
13823.0,18,7,3403.4500000000003,2,Khách VIP,2
13824.0,32,12,3314.76,2,Khách VIP,2
13825.0,621,2,255.59,1,Khách hàng có nguy cơ rời bỏ,1
13826.0,175,1,189.5,0,Khách hàng trung thành,0
13827.0,57,3,409.8,0,Khách hàng trung thành,0
13828.0,21,1,209.49,0,Khách hàng trung thành,0
13829.0,420,1,102.0,1,Khách hàng có nguy cơ rời bỏ,1
13830.0,581,1,156.85000000000002,1,Khách hàng có nguy cơ rời bỏ,1
13831.0,15,18,6585.54,2,Khách VIP,2
13832.0,18,2,609.89,0,Khách hàng trung thành,0
13833.0,158,2,700.41,0,Khách hàng trung thành,0
13834.0,576,2,324.19,1,Khách hàng có nguy cơ rời bỏ,1
13835.0,24,7,1095.27,0,Khách hàng trung thành,0
13836.0,398,2,620.37,1,Khách hàng có nguy cơ rời bỏ,1
13837.0,211,2,266.59000000000003,0,Khách hàng trung thành,0
13838.0,5,10,1690.07,2,Khách VIP,2
13839.0,485,1,139.95000000000002,1,Khách hàng có nguy cơ rời bỏ,1
13840.0,415,1,651.4,1,Khách hàng có nguy cơ rời bỏ,1
13841.0,252,1,85.0,1,Khách hàng có nguy cơ rời bỏ,1
13842.0,58,18,5319.34,2,Khách VIP,2
13843.0,380,1,319.75,1,Khách hàng có nguy cơ rời bỏ,1
13844.0,10,1,361.62,0,Khách hàng trung thành,0
13845.0,64,1,312.98,0,Khách hàng trung thành,0
13846.0,24,4,1307.79,0,Khách hàng trung thành,0
13847.0,719,1,310.72,1,Khách hàng có nguy cơ rời bỏ,1
13848.0,91,8,3015.0,2,Khách VIP,2
13849.0,51,5,3469.3,2,Khách VIP,2
13850.0,128,1,1595.48,0,Khách hàng trung thành,0
13851.0,95,8,4606.46,2,Khách VIP,2
13852.0,610,1,187.35,1,Khách hàng có nguy cơ rời bỏ,1
13853.0,56,1,1090.14,0,Khách hàng trung thành,0
13854.0,8,39,11944.56,2,Khách VIP,2
13855.0,500,4,1310.34,1,Khách hàng có nguy cơ rời bỏ,1
13856.0,168,11,1142.03,2,Khách VIP,2
13857.0,392,6,1000.91,1,Khách hàng có nguy cơ rời bỏ,1
13858.0,56,1,216.17,0,Khách hàng trung thành,0
13859.0,325,2,515.86,1,Khách hàng có nguy cơ rời bỏ,1
13860.0,0,5,1245.9,0,Khách hàng trung thành,0
13861.0,428,2,273.26,1,Khách hàng có nguy cơ rời bỏ,1
13862.0,17,9,2556.09,2,Khách VIP,2
13863.0,247,4,1239.55,0,Khách hàng trung thành,0
13864.0,386,1,662.4000000000001,1,Khách hàng có nguy cơ rời bỏ,1
13865.0,57,4,501.56,0,Khách hàng trung thành,0
13866.0,73,1,145.67000000000002,0,Khách hàng trung thành,0
13867.0,30,3,1005.09,0,Khách hàng trung thành,0
13868.0,6,2,3192.54,0,Khách hàng trung thành,0
13869.0,122,10,7996.87,2,Khách VIP,2
13870.0,1,15,5712.08,2,Khách VIP,2
13871.0,22,17,7885.85,2,Khách VIP,2
13872.0,526,3,919.57,1,Khách hàng có nguy cơ rời bỏ,1
13873.0,119,8,1038.92,0,Khách hàng trung thành,0
13874.0,357,7,2049.15,2,Khách VIP,2
13875.0,53,14,4814.37,2,Khách VIP,2
13876.0,63,1,122.7,0,Khách hàng trung thành,0
13877.0,85,3,449.68,0,Khách hàng trung thành,0
13878.0,54,4,2416.9,0,Khách hàng trung thành,0
13879.0,645,1,395.5,1,Khách hàng có nguy cơ rời bỏ,1
13880.0,20,17,4293.86,2,Khách VIP,2
13881.0,3,43,45179.1,2,Khách VIP,2
13882.0,2,5,1191.13,0,Khách hàng trung thành,0
13883.0,10,14,6535.37,2,Khách VIP,2
13884.0,6,10,1825.03,2,Khách VIP,2
13885.0,188,2,506.8,0,Khách hàng trung thành,0
13886.0,70,1,243.56,0,Khách hàng trung thành,0
13887.0,203,1,349.55,0,Khách hàng trung thành,0
13888.0,119,7,2001.59,2,Khách VIP,2
13889.0,92,6,1991.23,2,Khách VIP,2
13890.0,0,14,2927.38,2,Khách VIP,2
13891.0,377,3,859.21,1,Khách hàng có nguy cơ rời bỏ,1
13892.0,26,6,1267.65,0,Khách hàng trung thành,0
13893.0,297,1,821.1,1,Khách hàng có nguy cơ rời bỏ,1
13894.0,23,3,564.62,0,Khách hàng trung thành,0
13895.0,27,6,4008.52,2,Khách VIP,2
13896.0,625,1,388.55,1,Khách hàng có nguy cơ rời bỏ,1
13897.0,49,3,1160.72,0,Khách hàng trung thành,0
13898.0,325,2,686.4,1,Khách hàng có nguy cơ rời bỏ,1
13899.0,15,2,388.52,0,Khách hàng trung thành,0
13900.0,182,6,1610.59,0,Khách hàng trung thành,0
13901.0,71,15,5676.34,2,Khách VIP,2
13902.0,631,5,34023.26,2,Khách VIP,2
13903.0,399,1,165.45000000000002,1,Khách hàng có nguy cơ rời bỏ,1
13904.0,36,2,332.64,0,Khách hàng trung thành,0
13905.0,732,1,312.65,1,Khách hàng có nguy cơ rời bỏ,1
13906.0,408,1,42.0,1,Khách hàng có nguy cơ rời bỏ,1
13907.0,691,1,136.8,1,Khách hàng có nguy cơ rời bỏ,1
13908.0,79,4,2319.55,0,Khách hàng trung thành,0
13909.0,422,2,282.85,1,Khách hàng có nguy cơ rời bỏ,1
13911.0,56,20,4234.99,2,Khách VIP,2
13912.0,423,1,124.95,1,Khách hàng có nguy cơ rời bỏ,1
13913.0,506,1,42.22,1,Khách hàng có nguy cơ rời bỏ,1
13914.0,11,2,626.45,0,Khách hàng trung thành,0
13915.0,393,1,70.80000000000001,1,Khách hàng có nguy cơ rời bỏ,1
13916.0,463,4,1275.81,1,Khách hàng có nguy cơ rời bỏ,1
