Antecedents,Antecedents Name,Consequents,Consequents Name,Support,Confidence,Lift,Kulczynski
22570,FELTCRAFT CUSHION RABBIT,22569,FELTCRAFT CUSHION BUTTERFLY,0.011864775390860982,0.6061728395061728,31.996493134290755,0.6162241748551273
"20719, 20723, 21212","WOODLAND CHARLOTTE BAG, STRAWBERRY CHARLOTTE BAG, PACK OF 72 RETROSPOT CAKE CASES","20724, 22355","RED RETROSPOT CHARLOTTE BAG, CHARLOTTE BAG SUKI DESIGN",0.005485344223473407,0.7418300653594772,31.94500894357049,0.4890211721178239
20983,12 PENCILS TALL TUBE RED RETROSPOT,20982,12 PENCILS TALL TUBE SKULLS,0.006886885919338859,0.44461778471138846,31.94378087623505,0.46970472568902755
20982,12 PENCILS TALL TUBE SKULLS,20983,12 PENCILS TALL TUBE RED RETROSPOT,0.006886885919338859,0.4947916666666667,31.94378087623505,0.46970472568902755
"20719, 20723, 22356","WOODLAND CHARLOTTE BAG, STRAWBERRY CHARLOTTE BAG, CHARLOTTE BAG PINK POLKADOT","20724, 22355","RED RETROSPOT CHARLOTTE BAG, CHARLOTTE BAG SUKI DESIGN",0.008385085663195032,0.7414529914529915,31.928771222995987,0.5512675987441856
"20724, 22355","RED RETROSPOT CHARLOTTE BAG, CHARLOTTE BAG SUKI DESIGN","20719, 20723, 22356","WOODLAND CHARLOTTE BAG, STRAWBERRY CHARLOTTE BAG, CHARLOTTE BAG PINK POLKADOT",0.008385085663195032,0.3610822060353798,31.928771222995987,0.5512675987441856
"20725, 22355","LUNCH BAG RED RETROSPOT, CHARLOTTE BAG SUKI DESIGN","20724, 22383","RED RETROSPOT CHARLOTTE BAG, LUNCH BAG SUKI  DESIGN ",0.006669405311359737,0.43879173290937995,31.913037404198366,0.461926622166465
"20724, 22383","RED RETROSPOT CHARLOTTE BAG, LUNCH BAG SUKI  DESIGN ","20725, 22355","LUNCH BAG RED RETROSPOT, CHARLOTTE BAG SUKI DESIGN",0.006669405311359737,0.4850615114235501,31.913037404198366,0.461926622166465
"22355, 22356","CHARLOTTE BAG SUKI DESIGN, CHARLOTTE BAG PINK POLKADOT","20719, 20724, 21212","WOODLAND CHARLOTTE BAG, RED RETROSPOT CHARLOTTE BAG, PACK OF 72 RETROSPOT CAKE CASES",0.006113621535413092,0.30299401197604786,31.90534655879081,0.47337995764196794
"20719, 20724, 21212","WOODLAND CHARLOTTE BAG, RED RETROSPOT CHARLOTTE BAG, PACK OF 72 RETROSPOT CAKE CASES","22355, 22356","CHARLOTTE BAG SUKI DESIGN, CHARLOTTE BAG PINK POLKADOT",0.006113621535413092,0.643765903307888,31.90534655879081,0.47337995764196794
"20719, 20723, 20727","WOODLAND CHARLOTTE BAG, STRAWBERRY CHARLOTTE BAG, LUNCH BAG  BLACK SKULL.","20724, 22355","RED RETROSPOT CHARLOTTE BAG, CHARLOTTE BAG SUKI DESIGN",0.005171205567503564,0.740484429065744,31.887062568186973,0.4815845662498335
"21669, 21671","BLUE STRIPE CERAMIC DRAWER KNOB, RED SPOT CERAMIC DRAWER KNOB",21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,0.005533673247468767,0.5886889460154242,31.887061064078924,0.44421358295535607
"21668, 21669","RED STRIPE CERAMIC DRAWER KNOB, BLUE STRIPE CERAMIC DRAWER KNOB",21672,WHITE SPOT RED CERAMIC DRAWER KNOB,0.007539327743276225,0.6277665995975855,31.875908209996172,0.5052943427435781
21672,WHITE SPOT RED CERAMIC DRAWER KNOB,"21668, 21669","RED STRIPE CERAMIC DRAWER KNOB, BLUE STRIPE CERAMIC DRAWER KNOB",0.007539327743276225,0.38282208588957056,31.875908209996172,0.5052943427435781
"20719, 20723","WOODLAND CHARLOTTE BAG, STRAWBERRY CHARLOTTE BAG","20724, 20727, 22356","RED RETROSPOT CHARLOTTE BAG, LUNCH BAG  BLACK SKULL., CHARLOTTE BAG PINK POLKADOT",0.005026218495517483,0.30014430014430016,31.848388648388646,0.4167388167388167
"20724, 20727, 22356","RED RETROSPOT CHARLOTTE BAG, LUNCH BAG  BLACK SKULL., CHARLOTTE BAG PINK POLKADOT","20719, 20723","WOODLAND CHARLOTTE BAG, STRAWBERRY CHARLOTTE BAG",0.005026218495517483,0.5333333333333332,31.84838864838864,0.4167388167388167
"20727, 22356","LUNCH BAG  BLACK SKULL., CHARLOTTE BAG PINK POLKADOT","20724, 22383","RED RETROSPOT CHARLOTTE BAG, LUNCH BAG SUKI  DESIGN ",0.005219534591498925,0.4372469635627531,31.800687334125506,0.40843016016450484
"20724, 22383","RED RETROSPOT CHARLOTTE BAG, LUNCH BAG SUKI  DESIGN ","20727, 22356","LUNCH BAG  BLACK SKULL., CHARLOTTE BAG PINK POLKADOT",0.005219534591498925,0.37961335676625657,31.8006873341255,0.40843016016450484
"20719, 20724, 22356","WOODLAND CHARLOTTE BAG, RED RETROSPOT CHARLOTTE BAG, CHARLOTTE BAG PINK POLKADOT","20723, 22355","STRAWBERRY CHARLOTTE BAG, CHARLOTTE BAG SUKI DESIGN",0.008385085663195032,0.5688524590163935,31.76898962412336,0.5185692794407204
"20723, 22355","STRAWBERRY CHARLOTTE BAG, CHARLOTTE BAG SUKI DESIGN","20719, 20724, 22356","WOODLAND CHARLOTTE BAG, RED RETROSPOT CHARLOTTE BAG, CHARLOTTE BAG PINK POLKADOT",0.008385085663195032,0.4682860998650472,31.76898962412336,0.5185692794407204
"20723, 22383","STRAWBERRY CHARLOTTE BAG, LUNCH BAG SUKI  DESIGN ","20725, 22355","LUNCH BAG RED RETROSPOT, CHARLOTTE BAG SUKI DESIGN",0.005098712031510523,0.482837528604119,31.76671772054731,0.4091453143815508
"20725, 22355","LUNCH BAG RED RETROSPOT, CHARLOTTE BAG SUKI DESIGN","20723, 22383","STRAWBERRY CHARLOTTE BAG, LUNCH BAG SUKI  DESIGN ",0.005098712031510523,0.3354531001589825,31.766717720547305,0.4091453143815508
"21239, 21240","PINK  POLKADOT CUP, BLUE POLKADOT CUP",20675,BLUE POLKADOT BOWL,0.006693569823357417,0.5316698656429942,31.74905346306498,0.46569063267719696
20675,BLUE POLKADOT BOWL,"21239, 21240","PINK  POLKADOT CUP, BLUE POLKADOT CUP",0.006693569823357417,0.3997113997113997,31.74905346306498,0.46569063267719696
21431,GREEN GINGHAM FLOWER JEWELLERY BOX,21429,RED GINGHAM ROSE JEWELLERY BOX,0.005147041055505884,0.7661870503597122,31.73885756259857,0.48970013178646277
"20724, 21232","RED RETROSPOT CHARLOTTE BAG, STRAWBERRY CERAMIC TRINKET BOX","21212, 22355","PACK OF 72 RETROSPOT CAKE CASES, CHARLOTTE BAG SUKI DESIGN",0.005267863615494285,0.42913385826771655,31.712225815523063,0.40920978627671545
"21212, 22355","PACK OF 72 RETROSPOT CAKE CASES, CHARLOTTE BAG SUKI DESIGN","20724, 21232","RED RETROSPOT CHARLOTTE BAG, STRAWBERRY CERAMIC TRINKET BOX",0.005267863615494285,0.3892857142857143,31.71222581552306,0.40920978627671545
"20723, 20727, 22356","STRAWBERRY CHARLOTTE BAG, LUNCH BAG  BLACK SKULL., CHARLOTTE BAG PINK POLKADOT","20719, 20724","WOODLAND CHARLOTTE BAG, RED RETROSPOT CHARLOTTE BAG",0.005026218495517483,0.7098976109215017,31.65699658703072,0.46701777097799224
"20724, 20727, 22356","RED RETROSPOT CHARLOTTE BAG, LUNCH BAG  BLACK SKULL., CHARLOTTE BAG PINK POLKADOT","20723, 22355","STRAWBERRY CHARLOTTE BAG, CHARLOTTE BAG SUKI DESIGN",0.005340357151487326,0.5666666666666665,31.646918578497516,0.4324561403508771
"20728, 22355, 22356","LUNCH BAG CARS BLUE, CHARLOTTE BAG SUKI DESIGN, CHARLOTTE BAG PINK POLKADOT","20723, 20724","STRAWBERRY CHARLOTTE BAG, RED RETROSPOT CHARLOTTE BAG",0.005147041055505884,0.684887459807074,31.63247516651355,0.46130533704639415
"20675, 21238","BLUE POLKADOT BOWL, RED RETROSPOT CUP",20676,RED RETROSPOT BOWL,0.005678660319454848,0.7389937106918238,31.625415439048343,0.49100667954446414
20676,RED RETROSPOT BOWL,20674,GREEN POLKADOT BOWL,0.008264263103206632,0.35367114788004145,31.611173029632297,0.5461660275037357
20674,GREEN POLKADOT BOWL,20676,RED RETROSPOT BOWL,0.008264263103206632,0.7386609071274298,31.611173029632294,0.5461660275037357
"20723, 20727, 22355","STRAWBERRY CHARLOTTE BAG, LUNCH BAG  BLACK SKULL., CHARLOTTE BAG SUKI DESIGN","20719, 20724","WOODLAND CHARLOTTE BAG, RED RETROSPOT CHARLOTTE BAG",0.005171205567503564,0.7086092715231788,31.599544701986755,0.46960635989952043
"20719, 20724, 22355","WOODLAND CHARLOTTE BAG, RED RETROSPOT CHARLOTTE BAG, CHARLOTTE BAG SUKI DESIGN","21212, 22356","PACK OF 72 RETROSPOT CAKE CASES, CHARLOTTE BAG PINK POLKADOT",0.006113621535413092,0.41818181818181815,31.579595222295954,0.4399303251493032
"21212, 22356","PACK OF 72 RETROSPOT CAKE CASES, CHARLOTTE BAG PINK POLKADOT","20719, 20724, 22355","WOODLAND CHARLOTTE BAG, RED RETROSPOT CHARLOTTE BAG, CHARLOTTE BAG SUKI DESIGN",0.006113621535413092,0.4616788321167883,31.57959522229595,0.4399303251493032
"20719, 20723, 20724","WOODLAND CHARLOTTE BAG, STRAWBERRY CHARLOTTE BAG, RED RETROSPOT CHARLOTTE BAG","20727, 22356","LUNCH BAG  BLACK SKULL., CHARLOTTE BAG PINK POLKADOT",0.005026218495517483,0.37681159420289856,31.565980167810835,0.398932112890923
"20727, 22356","LUNCH BAG  BLACK SKULL., CHARLOTTE BAG PINK POLKADOT","20719, 20723, 20724","WOODLAND CHARLOTTE BAG, STRAWBERRY CHARLOTTE BAG, RED RETROSPOT CHARLOTTE BAG",0.005026218495517483,0.4210526315789474,31.56598016781083,0.398932112890923
"20723, 20724, 20727","STRAWBERRY CHARLOTTE BAG, RED RETROSPOT CHARLOTTE BAG, LUNCH BAG  BLACK SKULL.","22355, 22356","CHARLOTTE BAG SUKI DESIGN, CHARLOTTE BAG PINK POLKADOT",0.005340357151487326,0.6368876080691642,31.56445495176793,0.4507791333758995
21242,RED RETROSPOT PLATE ,"21238, 21239","RED RETROSPOT CUP, PINK  POLKADOT CUP",0.005412850687480366,0.3409436834094368,31.5643678982835,0.4210311258210495
"21238, 21239","RED RETROSPOT CUP, PINK  POLKADOT CUP",21242,RED RETROSPOT PLATE ,0.005412850687480366,0.5011185682326622,31.5643678982835,0.4210311258210495
"20723, 20727","STRAWBERRY CHARLOTTE BAG, LUNCH BAG  BLACK SKULL.","20724, 22355, 22356","RED RETROSPOT CHARLOTTE BAG, CHARLOTTE BAG SUKI DESIGN, CHARLOTTE BAG PINK POLKADOT",0.005340357151487326,0.4922048997772829,31.530828742234206,0.41715508146758884
"20724, 22355, 22356","RED RETROSPOT CHARLOTTE BAG, CHARLOTTE BAG SUKI DESIGN, CHARLOTTE BAG PINK POLKADOT","20723, 20727","STRAWBERRY CHARLOTTE BAG, LUNCH BAG  BLACK SKULL.",0.005340357151487326,0.34210526315789475,31.530828742234206,0.41715508146758884
21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,"21668, 21669","RED STRIPE CERAMIC DRAWER KNOB, BLUE STRIPE CERAMIC DRAWER KNOB",0.00698354396732958,0.3782722513089005,31.497063533030644,0.4798805924552551
"21668, 21669","RED STRIPE CERAMIC DRAWER KNOB, BLUE STRIPE CERAMIC DRAWER KNOB",21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,0.00698354396732958,0.5814889336016097,31.497063533030644,0.4798805924552551
"20719, 20724, 20725","WOODLAND CHARLOTTE BAG, RED RETROSPOT CHARLOTTE BAG, LUNCH BAG RED RETROSPOT","20723, 22356","STRAWBERRY CHARLOTTE BAG, CHARLOTTE BAG PINK POLKADOT",0.005412850687480366,0.5586034912718204,31.494125721119545,0.4318903014942208
"20723, 22356","STRAWBERRY CHARLOTTE BAG, CHARLOTTE BAG PINK POLKADOT","20719, 20724, 20725","WOODLAND CHARLOTTE BAG, RED RETROSPOT CHARLOTTE BAG, LUNCH BAG RED RETROSPOT",0.005412850687480366,0.30517711171662126,31.494125721119545,0.4318903014942208
"20723, 20724, 22355","STRAWBERRY CHARLOTTE BAG, RED RETROSPOT CHARLOTTE BAG, CHARLOTTE BAG SUKI DESIGN","21212, 22356","PACK OF 72 RETROSPOT CAKE CASES, CHARLOTTE BAG PINK POLKADOT",0.0058236473914409295,0.41695501730103807,31.48695160760741,0.42836801959942417
"21212, 22356","PACK OF 72 RETROSPOT CAKE CASES, CHARLOTTE BAG PINK POLKADOT","20723, 20724, 22355","STRAWBERRY CHARLOTTE BAG, RED RETROSPOT CHARLOTTE BAG, CHARLOTTE BAG SUKI DESIGN",0.0058236473914409295,0.4397810218978102,31.486951607607402,0.42836801959942417
"20723, 22355","STRAWBERRY CHARLOTTE BAG, CHARLOTTE BAG SUKI DESIGN","20719, 20724, 20725","WOODLAND CHARLOTTE BAG, RED RETROSPOT CHARLOTTE BAG, LUNCH BAG RED RETROSPOT",0.0054611797114757265,0.3049932523616734,31.47515152738935,0.43429213740278183
"20719, 20724, 20725","WOODLAND CHARLOTTE BAG, RED RETROSPOT CHARLOTTE BAG, LUNCH BAG RED RETROSPOT","20723, 22355","STRAWBERRY CHARLOTTE BAG, CHARLOTTE BAG SUKI DESIGN",0.0054611797114757265,0.5635910224438903,31.47515152738935,0.43429213740278183
"20723, 20727","STRAWBERRY CHARLOTTE BAG, LUNCH BAG  BLACK SKULL.","20719, 20724, 22356","WOODLAND CHARLOTTE BAG, RED RETROSPOT CHARLOTTE BAG, CHARLOTTE BAG PINK POLKADOT",0.005026218495517483,0.46325167037861914,31.427448975866223,0.4021176384679981
"20719, 20724, 22356","WOODLAND CHARLOTTE BAG, RED RETROSPOT CHARLOTTE BAG, CHARLOTTE BAG PINK POLKADOT","20723, 20727","STRAWBERRY CHARLOTTE BAG, LUNCH BAG  BLACK SKULL.",0.005026218495517483,0.34098360655737703,31.42744897586622,0.4021176384679981
"20725, 22356","LUNCH BAG RED RETROSPOT, CHARLOTTE BAG PINK POLKADOT","20724, 20726","RED RETROSPOT CHARLOTTE BAG, LUNCH BAG WOODLAND",0.005630331295459488,0.3739967897271268,31.39373052591823,0.42330671129358366
"20724, 20726","RED RETROSPOT CHARLOTTE BAG, LUNCH BAG WOODLAND","20725, 22356","LUNCH BAG RED RETROSPOT, CHARLOTTE BAG PINK POLKADOT",0.005630331295459488,0.4726166328600405,31.39373052591823,0.42330671129358366
"21232, 22356","STRAWBERRY CERAMIC TRINKET BOX, CHARLOTTE BAG PINK POLKADOT","20724, 21212","RED RETROSPOT CHARLOTTE BAG, PACK OF 72 RETROSPOT CAKE CASES",0.0055578377594664476,0.5191873589164786,31.3657379183075,0.42747689113707144
"20724, 21212","RED RETROSPOT CHARLOTTE BAG, PACK OF 72 RETROSPOT CAKE CASES","21232, 22356","STRAWBERRY CERAMIC TRINKET BOX, CHARLOTTE BAG PINK POLKADOT",0.0055578377594664476,0.33576642335766427,31.365737918307495,0.42747689113707144
"20719, 20723","WOODLAND CHARLOTTE BAG, STRAWBERRY CHARLOTTE BAG","20724, 21212, 22356","RED RETROSPOT CHARLOTTE BAG, PACK OF 72 RETROSPOT CAKE CASES, CHARLOTTE BAG PINK POLKADOT",0.005678660319454848,0.33910533910533913,31.3240987682952,0.43182945526695526
"20724, 21212, 22356","RED RETROSPOT CHARLOTTE BAG, PACK OF 72 RETROSPOT CAKE CASES, CHARLOTTE BAG PINK POLKADOT","20719, 20723","WOODLAND CHARLOTTE BAG, STRAWBERRY CHARLOTTE BAG",0.005678660319454848,0.5245535714285714,31.324098768295194,0.43182945526695526
"21671, 21672","RED SPOT CERAMIC DRAWER KNOB, WHITE SPOT RED CERAMIC DRAWER KNOB",21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,0.005944469951429331,0.5774647887323944,31.27909077501659,0.44972715876410296
21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,"21671, 21672","RED SPOT CERAMIC DRAWER KNOB, WHITE SPOT RED CERAMIC DRAWER KNOB",0.005944469951429331,0.3219895287958115,31.279090775016588,0.44972715876410296
22192,BLUE DINER WALL CLOCK,22193,RED DINER WALL CLOCK,0.0061377860474107725,0.46691176470588236,31.265711260232248,0.4389575004759185
22193,RED DINER WALL CLOCK,22192,BLUE DINER WALL CLOCK,0.0061377860474107725,0.4110032362459547,31.265711260232248,0.4389575004759185
"21671, 21672","RED SPOT CERAMIC DRAWER KNOB, WHITE SPOT RED CERAMIC DRAWER KNOB",21669,BLUE STRIPE CERAMIC DRAWER KNOB,0.006258608607399173,0.607981220657277,31.254766278832413,0.46486017554602976
21669,BLUE STRIPE CERAMIC DRAWER KNOB,"21671, 21672","RED SPOT CERAMIC DRAWER KNOB, WHITE SPOT RED CERAMIC DRAWER KNOB",0.006258608607399173,0.3217391304347826,31.25476627883241,0.46486017554602976
21240,BLUE POLKADOT CUP,"21238, 21242","RED RETROSPOT CUP, RED RETROSPOT PLATE ",0.0058236473914409295,0.3133940182054617,31.2510473624015,0.4470584548858634
"21238, 21242","RED RETROSPOT CUP, RED RETROSPOT PLATE ",21240,BLUE POLKADOT CUP,0.0058236473914409295,0.5807228915662651,31.251047362401497,0.4470584548858634
84997B,RED 3 PIECE MINI DOTS CUTLERY SET,"84997A, 84997D","GREEN 3 PIECE MINI DOTS CUTLERY SET, PINK 3 PIECE MINI DOTS CUTLERY SET",0.007418505183287824,0.3012757605495584,31.24735538551974,0.5353496597234008
"84997A, 84997D","GREEN 3 PIECE MINI DOTS CUTLERY SET, PINK 3 PIECE MINI DOTS CUTLERY SET",84997B,RED 3 PIECE MINI DOTS CUTLERY SET,0.007418505183287824,0.7694235588972431,31.247355385519736,0.5353496597234008
"21240, 21244","BLUE POLKADOT CUP, BLUE POLKADOT PLATE ",21238,RED RETROSPOT CUP,0.005171205567503564,0.6815286624203821,31.233334038696206,0.45925824040177465
"23202, 23203","JUMBO BAG VINTAGE LEAF, JUMBO BAG VINTAGE DOILY ",23200,JUMBO BAG PEARS,0.005606166783461808,0.4496124031007752,31.218641069663388,0.4194370740336091
23200,JUMBO BAG PEARS,"23202, 23203","JUMBO BAG VINTAGE LEAF, JUMBO BAG VINTAGE DOILY ",0.005606166783461808,0.38926174496644295,31.218641069663388,0.4194370740336091
"20724, 22383","RED RETROSPOT CHARLOTTE BAG, LUNCH BAG SUKI  DESIGN ","20727, 22355","LUNCH BAG  BLACK SKULL., CHARLOTTE BAG SUKI DESIGN",0.0055578377594664476,0.40421792618629176,31.208489625685285,0.41666120189911604
"20727, 22355","LUNCH BAG  BLACK SKULL., CHARLOTTE BAG SUKI DESIGN","20724, 22383","RED RETROSPOT CHARLOTTE BAG, LUNCH BAG SUKI  DESIGN ",0.0055578377594664476,0.4291044776119403,31.20848962568528,0.41666120189911604
"20719, 20723, 20724","WOODLAND CHARLOTTE BAG, STRAWBERRY CHARLOTTE BAG, RED RETROSPOT CHARLOTTE BAG","22355, 22356","CHARLOTTE BAG SUKI DESIGN, CHARLOTTE BAG PINK POLKADOT",0.008385085663195032,0.6286231884057971,31.15486635424803,0.522096025340623
"22355, 22356","CHARLOTTE BAG SUKI DESIGN, CHARLOTTE BAG PINK POLKADOT","20719, 20723, 20724","WOODLAND CHARLOTTE BAG, STRAWBERRY CHARLOTTE BAG, RED RETROSPOT CHARLOTTE BAG",0.008385085663195032,0.4155688622754491,31.154866354248025,0.522096025340623
"20726, 22355","LUNCH BAG WOODLAND, CHARLOTTE BAG SUKI DESIGN","20724, 20727","RED RETROSPOT CHARLOTTE BAG, LUNCH BAG  BLACK SKULL.",0.005122876543508204,0.44631578947368417,31.14651992544599,0.4019100026626431
"20724, 20727","RED RETROSPOT CHARLOTTE BAG, LUNCH BAG  BLACK SKULL.","20726, 22355","LUNCH BAG WOODLAND, CHARLOTTE BAG SUKI DESIGN",0.005122876543508204,0.357504215851602,31.14651992544599,0.4019100026626431
21668,RED STRIPE CERAMIC DRAWER KNOB,21671,RED SPOT CERAMIC DRAWER KNOB,0.010898194910953772,0.5466666666666666,31.11789087574507,0.5835121503897294
21671,RED SPOT CERAMIC DRAWER KNOB,21668,RED STRIPE CERAMIC DRAWER KNOB,0.010898194910953772,0.6203576341127922,31.117890875745065,0.5835121503897294
"22697, 22699","GREEN REGENCY TEACUP AND SAUCER, ROSES REGENCY TEACUP AND SAUCER ","22423, 22698","REGENCY CAKESTAND 3 TIER, PINK REGENCY TEACUP AND SAUCER",0.01041490467100017,0.41642512077294686,31.106355185824658,0.5972017300615636
"22423, 22698","REGENCY CAKESTAND 3 TIER, PINK REGENCY TEACUP AND SAUCER","22697, 22699","GREEN REGENCY TEACUP AND SAUCER, ROSES REGENCY TEACUP AND SAUCER ",0.01041490467100017,0.7779783393501805,31.106355185824654,0.5972017300615636
"20719, 20724, 20727","WOODLAND CHARLOTTE BAG, RED RETROSPOT CHARLOTTE BAG, LUNCH BAG  BLACK SKULL.","22355, 22356","CHARLOTTE BAG SUKI DESIGN, CHARLOTTE BAG PINK POLKADOT",0.005316192639489645,0.6267806267806267,31.06354811744033,0.44512684033642114
"20724, 20727, 22355","RED RETROSPOT CHARLOTTE BAG, LUNCH BAG  BLACK SKULL., CHARLOTTE BAG SUKI DESIGN","20719, 22356","WOODLAND CHARLOTTE BAG, CHARLOTTE BAG PINK POLKADOT",0.005316192639489645,0.5729166666666666,31.032736147469457,0.43043739092495636
"20724, 20727","RED RETROSPOT CHARLOTTE BAG, LUNCH BAG  BLACK SKULL.","20719, 20723, 22356","WOODLAND CHARLOTTE BAG, STRAWBERRY CHARLOTTE BAG, CHARLOTTE BAG PINK POLKADOT",0.005026218495517483,0.35075885328836426,31.015926550496534,0.39760164886640437
"20719, 20723, 22356","WOODLAND CHARLOTTE BAG, STRAWBERRY CHARLOTTE BAG, CHARLOTTE BAG PINK POLKADOT","20724, 20727","RED RETROSPOT CHARLOTTE BAG, LUNCH BAG  BLACK SKULL.",0.005026218495517483,0.4444444444444444,31.01592655049653,0.39760164886640437
"21669, 21670","BLUE STRIPE CERAMIC DRAWER KNOB, BLUE SPOT CERAMIC DRAWER KNOB",21672,WHITE SPOT RED CERAMIC DRAWER KNOB,0.0061377860474107725,0.6105769230769231,31.003073383671545,0.46111668239735726
21672,WHITE SPOT RED CERAMIC DRAWER KNOB,"21669, 21670","BLUE STRIPE CERAMIC DRAWER KNOB, BLUE SPOT CERAMIC DRAWER KNOB",0.0061377860474107725,0.3116564417177914,31.00307338367154,0.46111668239735726
21240,BLUE POLKADOT CUP,"20676, 21238","RED RETROSPOT BOWL, RED RETROSPOT CUP",0.005582002271464128,0.3003901170351106,31.000110257516162,0.43822498370458773
"20676, 21238","RED RETROSPOT BOWL, RED RETROSPOT CUP",21240,BLUE POLKADOT CUP,0.005582002271464128,0.5760598503740648,31.00011025751616,0.43822498370458773
"20719, 20727, 22356","WOODLAND CHARLOTTE BAG, LUNCH BAG  BLACK SKULL., CHARLOTTE BAG PINK POLKADOT","20723, 20724","STRAWBERRY CHARLOTTE BAG, RED RETROSPOT CHARLOTTE BAG",0.005026218495517483,0.6709677419354839,30.989573732718895,0.4515552995391705
21668,RED STRIPE CERAMIC DRAWER KNOB,21669,BLUE STRIPE CERAMIC DRAWER KNOB,0.012009762462847063,0.6024242424242424,30.969096179183133,0.6099077733860342
21669,BLUE STRIPE CERAMIC DRAWER KNOB,21668,RED STRIPE CERAMIC DRAWER KNOB,0.012009762462847063,0.617391304347826,30.96909617918313,0.6099077733860342
20679,EDWARDIAN PARASOL RED,"15056BL, 15056N","EDWARDIAN PARASOL BLACK, EDWARDIAN PARASOL NATURAL",0.005751153855447889,0.3328671328671329,30.95514732458553,0.4338492967706451
"15056BL, 15056N","EDWARDIAN PARASOL BLACK, EDWARDIAN PARASOL NATURAL",20679,EDWARDIAN PARASOL RED,0.005751153855447889,0.5348314606741573,30.95514732458553,0.4338492967706451
"20724, 20728","RED RETROSPOT CHARLOTTE BAG, LUNCH BAG CARS BLUE","20723, 20725","STRAWBERRY CHARLOTTE BAG, LUNCH BAG RED RETROSPOT",0.0051953700795012445,0.4158607350096712,30.95245467069285,0.4012756912458428
"20723, 20725","STRAWBERRY CHARLOTTE BAG, LUNCH BAG RED RETROSPOT","20724, 20728","RED RETROSPOT CHARLOTTE BAG, LUNCH BAG CARS BLUE",0.0051953700795012445,0.38669064748201437,30.952454670692845,0.4012756912458428
"21212, 22355, 22356","PACK OF 72 RETROSPOT CAKE CASES, CHARLOTTE BAG SUKI DESIGN, CHARLOTTE BAG PINK POLKADOT","20719, 20724","WOODLAND CHARLOTTE BAG, RED RETROSPOT CHARLOTTE BAG",0.006113621535413092,0.6931506849315068,30.910188356164383,0.4828899976381672
"21238, 21239","RED RETROSPOT CUP, PINK  POLKADOT CUP",20677,PINK POLKADOT BOWL,0.0061377860474107725,0.5682326621923938,30.9003577654505,0.45100200783732697
20677,PINK POLKADOT BOWL,"21238, 21239","RED RETROSPOT CUP, PINK  POLKADOT CUP",0.0061377860474107725,0.33377135348226017,30.900357765450497,0.45100200783732697
"20726, 22356","LUNCH BAG WOODLAND, CHARLOTTE BAG PINK POLKADOT","20724, 20725","RED RETROSPOT CHARLOTTE BAG, LUNCH BAG RED RETROSPOT",0.005630331295459488,0.5724815724815725,30.887881243813446,0.4381312686397432
"20724, 20725","RED RETROSPOT CHARLOTTE BAG, LUNCH BAG RED RETROSPOT","20726, 22356","LUNCH BAG WOODLAND, CHARLOTTE BAG PINK POLKADOT",0.005630331295459488,0.30378096479791394,30.887881243813446,0.4381312686397432
"20723, 22355, 22356","STRAWBERRY CHARLOTTE BAG, CHARLOTTE BAG SUKI DESIGN, CHARLOTTE BAG PINK POLKADOT","20719, 20724","WOODLAND CHARLOTTE BAG, RED RETROSPOT CHARLOTTE BAG",0.008385085663195032,0.6926147704590818,30.886289920159683,0.5332685921260927
"20719, 20724","WOODLAND CHARLOTTE BAG, RED RETROSPOT CHARLOTTE BAG","20723, 22355, 22356","STRAWBERRY CHARLOTTE BAG, CHARLOTTE BAG SUKI DESIGN, CHARLOTTE BAG PINK POLKADOT",0.008385085663195032,0.3739224137931034,30.88628992015968,0.5332685921260927
21240,BLUE POLKADOT CUP,"20675, 20677","BLUE POLKADOT BOWL, PINK POLKADOT BOWL",0.006379431167387575,0.34330299089726923,30.884581896308028,0.45860801718776506
"20675, 20677","BLUE POLKADOT BOWL, PINK POLKADOT BOWL",21240,BLUE POLKADOT CUP,0.006379431167387575,0.5739130434782609,30.884581896308028,0.45860801718776506
"20719, 20724, 22355","WOODLAND CHARLOTTE BAG, RED RETROSPOT CHARLOTTE BAG, CHARLOTTE BAG SUKI DESIGN","22356, 22383","CHARLOTTE BAG PINK POLKADOT, LUNCH BAG SUKI  DESIGN ",0.005050383007515163,0.34545454545454546,30.876772040054977,0.3984292165717651
"22356, 22383","CHARLOTTE BAG PINK POLKADOT, LUNCH BAG SUKI  DESIGN ","20719, 20724, 22355","WOODLAND CHARLOTTE BAG, RED RETROSPOT CHARLOTTE BAG, CHARLOTTE BAG SUKI DESIGN",0.005050383007515163,0.4514038876889848,30.876772040054973,0.3984292165717651
47590B,PINK HAPPY BIRTHDAY BUNTING,47590A,BLUE HAPPY BIRTHDAY BUNTING,0.010825701374960733,0.5137614678899083,30.857751561230877,0.5819895873556944
47590A,BLUE HAPPY BIRTHDAY BUNTING,47590B,PINK HAPPY BIRTHDAY BUNTING,0.010825701374960733,0.6502177068214804,30.857751561230874,0.5819895873556944
